0,28.431,0.76,0.12,0.045714,0.64857,11.42,23,21.44,19.88,30.84,38.88,53.56,0.12,0.56,0.08,0.04,0.02,0,0.02,0.12,0.2,0,0,0,0,0
0,5.6229,0.98857,0.085714,0.085714,0.41714,7.68,4.06,4.58,6.34,5.52,5.82,5.36,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0
0,40.463,0.79714,0.051429,0.022857,0.59429,23.26,59.5,38,47.68,35.26,41,38.54,0.06,0.12,0.08,0.04,0.04,0.02,0,0.06,0.1,0,0,0,0,0
0,7.7314,0.98857,0.085714,0.082857,0.14857,8.8,9.66,8.46,6.78,5.02,10.32,5.08,0.56,0.04,0,0,0,0,0,0.56,0.02,0,0,0,0,0
0,53.383,0.76571,0.091429,0.0028571,0.60857,76.76,62.92,52.7,50.72,53.52,30.96,46.1,0,0.4,0.12,0.06,0.04,0,0.02,0,0.02,0,0,0,0,0
0,25.174,0.77143,0.088571,0.022857,0.55143,8.24,44.94,22.7,22.36,34.18,19.78,24.02,0.16,0.22,0.1,0.1,0.02,0,0.02,0.16,0,0,0,0,0,0
0,19.351,0.86571,0.057143,0.051429,0.38571,15.96,21.78,15.3,18.46,21.22,15.72,27.02,0.3,0.04,0.04,0,0.02,0,0,0.3,0.04,0.02,0,0,0,0
0,48.897,0.63143,0.06,0.02,0.7,9.3,32.78,52.48,45.82,63.86,65.66,72.38,0.02,0.16,0.14,0.1,0,0,0,0.02,0.12,0,0,0,0,0
0,24.869,0.70571,0.10286,0.062857,0.53429,7.18,4.64,19.02,25.06,50.06,36.84,31.28,0.36,0.08,0.14,0.08,0.04,0.02,0,0.36,0.08,0,0,0,0,0
0,38.48,0.71714,0.08,0.045714,0.45143,10.02,9.24,27.16,45.3,46.64,62.98,68.02,0.32,0.08,0.02,0.08,0,0.04,0.02,0.32,0,0,0,0,0,0
1,8.0743,0.73143,0.097143,0.088571,0.52857,3.14,3.78,3.96,5.78,9.56,16.54,13.76,0.6,0,0.02,0.02,0.02,0.02,0,0.6,0,0.02,0,0,0,0
1,4.7914,1,0.20857,0.20857,0.58571,2.7,2.86,4.06,4.64,5.54,6.28,7.46,0.6,0.42,0.22,0.08,0.06,0.02,0.06,0.6,0.42,0.22,0.08,0.06,0.02,0.06
1,6.1971,1,0.58,0.57714,0.29714,2.82,3.72,4.7,5.78,7.56,8.54,10.26,1,0.96,0.5,0.5,0.48,0.3,0.32,1,0.96,0.5,0.5,0.48,0.3,0.3
1,8.5857,1,0.89143,0.89143,0.031429,2.68,4.42,6.52,8.74,10.44,12.56,14.74,1,0.98,0.92,0.86,0.84,0.84,0.8,1,0.98,0.92,0.86,0.84,0.84,0.8
1,6.1914,1,0.83714,0.83714,0.11714,2.14,5.28,4.38,6.32,6.7,7.7,10.82,1,0.94,0.88,0.78,0.84,0.78,0.64,1,0.94,0.88,0.78,0.84,0.78,0.64
1,4.9343,1,0.24286,0.24286,0.53143,2.32,2.76,3.6,4.92,5.94,7.32,7.68,0.9,0.36,0.1,0.16,0.12,0.04,0.02,0.9,0.36,0.1,0.16,0.12,0.04,0.02
1,5.68,1,0.38571,0.38571,0.39429,2.4,3.12,4.18,5.4,7.06,8.12,9.48,0.9,0.62,0.38,0.14,0.36,0.12,0.18,0.9,0.62,0.38,0.14,0.36,0.12,0.18
1,5.7143,1,0.54286,0.54286,0.36571,3.06,3.5,4.64,5.6,6.66,7.76,8.78,0.9,0.76,0.5,0.48,0.42,0.4,0.34,0.9,0.76,0.5,0.48,0.42,0.4,0.34
1,9.8571,1,0.89714,0.89714,0.0057143,2.84,4.46,6.74,10.2,10.04,16.18,18.54,1,1,0.9,0.92,0.72,0.88,0.86,1,1,0.9,0.92,0.72,0.88,0.86
1,2.9486,1,0.12286,0.12286,0.36571,1.92,2.56,2.32,2.88,3.36,3.4,4.2,0.64,0.18,0.04,0,0,0,0,0.64,0.18,0.04,0,0,0,0
2,6.2629,0.99714,0.24857,0.24857,0.49714,6.06,2.48,6.8,3.62,8.24,9.04,7.6,0.96,0.42,0.14,0.1,0.04,0.04,0.04,0.96,0.42,0.14,0.1,0.04,0.04,0.04
2,3.4971,1,0.30286,0.30286,0.10857,2,2.68,2.76,3.06,5.26,4.32,4.4,1,0.66,0.22,0.06,0.08,0.06,0.04,1,0.66,0.22,0.06,0.08,0.06,0.04
2,3.6657,1,0.26571,0.26571,0.34286,2,2.34,3.02,3.56,4.46,4.98,5.3,1,0.36,0.28,0.04,0.12,0.04,0.02,1,0.36,0.28,0.04,0.12,0.04,0.02
2,3.5971,1,0.26286,0.26286,0.27143,2,2.42,2.86,3.34,4.18,4.78,5.6,1,0.42,0.16,0.08,0.1,0.06,0.02,1,0.42,0.16,0.08,0.1,0.06,0.02
2,3.7771,1,0.24,0.24,0.32286,2,2.38,2.8,3.58,4.64,5.24,5.8,1,0.2,0.22,0.18,0.04,0.02,0.02,1,0.2,0.22,0.18,0.04,0.02,0.02
2,4.2829,1,0.28571,0.28286,0.29714,2.22,4.84,4.9,3.52,4.24,5.12,5.14,1,0.5,0.18,0.12,0.08,0.1,0.02,1,0.48,0.18,0.12,0.08,0.1,0.02
2,3.6829,1,0.22286,0.21714,0.37714,1.96,2.22,2.84,3.4,4.3,4.96,6.1,0.96,0.16,0.2,0.12,0.08,0,0.04,0.96,0.16,0.18,0.1,0.08,0,0.04
2,3.4971,1,0.30286,0.30286,0.20286,2,2.64,3.1,3.66,3.92,4.24,4.92,1,0.54,0.32,0.14,0.06,0.04,0.02,1,0.54,0.32,0.14,0.06,0.04,0.02
2,6.6057,1,0.25429,0.25429,0.32571,6.2,2.3,2.98,4.02,6.8,6.42,17.52,0.94,0.3,0.18,0.18,0.08,0.08,0.02,0.94,0.3,0.18,0.18,0.08,0.08,0.02
2,3.7086,1,0.25714,0.25714,0.21143,2,2.22,2.86,3.88,4.26,4.96,5.78,1,0.22,0.24,0.12,0.1,0.08,0.04,1,0.22,0.24,0.12,0.1,0.08,0.04
3,5.0943,1,0.79714,0.79714,0.19429,2.28,3.08,3.96,5.18,5.98,7.02,8.16,1,0.92,0.8,0.82,0.7,0.66,0.68,1,0.92,0.8,0.82,0.7,0.66,0.68
3,8.3943,1,0.78286,0.78286,0.18,3.96,2.96,9.74,6.82,11.56,12.42,11.3,0.98,0.96,0.82,0.82,0.74,0.68,0.48,0.98,0.96,0.82,0.82,0.74,0.68,0.48
3,8.0857,1,0.8,0.8,0.16857,3.96,2.92,9.7,10.56,5.88,6.7,16.88,0.98,0.9,0.86,0.74,0.8,0.66,0.66,0.98,0.9,0.86,0.74,0.8,0.66,0.66
3,9.78,1,0.78,0.78,0.16857,2.06,2.94,11.64,12.52,15.36,10.52,13.42,1,0.92,0.84,0.76,0.68,0.6,0.66,1,0.92,0.84,0.76,0.68,0.6,0.66
3,8.0857,1,0.78571,0.78571,0.18286,2.04,2.94,5.84,12.42,7.72,10.52,15.12,1,0.94,0.86,0.7,0.72,0.66,0.62,1,0.94,0.86,0.7,0.72,0.66,0.62
3,5.3314,1,0.82,0.82,0.17143,2.12,3.06,4.36,6.88,5.8,7.16,7.94,1,0.9,0.9,0.74,0.8,0.74,0.66,1,0.9,0.9,0.74,0.8,0.74,0.66
3,8.6171,1,0.75143,0.75143,0.21143,2,4.92,3.78,10.5,15.2,12.44,11.48,1,0.96,0.74,0.62,0.66,0.68,0.6,1,0.96,0.74,0.62,0.66,0.68,0.6
3,8.1114,1,0.80286,0.80286,0.16286,2,6.84,9.74,10.52,9.5,8.74,9.44,1,0.92,0.84,0.76,0.66,0.8,0.64,1,0.92,0.84,0.76,0.66,0.8,0.64
3,5.6371,1,0.79714,0.79714,0.19143,2.24,5.06,3.78,5.34,6.06,9.02,7.96,1,0.94,0.76,0.74,0.8,0.7,0.64,1,0.94,0.76,0.74,0.8,0.7,0.64
3,5.76,1,0.76,0.76,0.21143,2.02,3.1,3.78,8.84,6.06,8.86,7.66,1,0.96,0.74,0.72,0.76,0.64,0.5,1,0.96,0.74,0.72,0.76,0.64,0.5
