0.8,73.663,0.44857,0.47143,0.11429,0.67143,47.44,55.42,75,65.2,83.82,94.08,94.68,0.6,0.68,0.46,0.82,0.4,0.2,0.14,0.6,0.12,0.08,0,0,0,0
0.8,78.051,0.44286,0.41429,0.15429,0.62286,12.92,95.7,91.24,77.06,84.86,92.02,92.56,1,0.08,0.3,0.6,0.44,0.26,0.22,1,0.08,0,0,0,0,0
0.8,82.377,0.47714,0.34857,0.085714,0.69714,67.76,73.08,70.9,77.3,91.82,96.94,98.84,0.4,0.62,0.56,0.5,0.18,0.12,0.06,0.4,0.2,0,0,0,0,0
0.8,82.111,0.62,0.34857,0.14286,0.48,60.76,65.32,75.7,93.84,88.54,92.78,97.84,0.58,0.56,0.46,0.24,0.3,0.22,0.08,0.58,0.42,0,0,0,0,0
0.8,84.066,0.49429,0.35714,0.062857,0.62857,88.38,52.02,74.42,83.9,95.18,97.8,96.76,0.24,0.82,0.58,0.42,0.14,0.16,0.14,0.24,0.16,0.04,0,0,0,0
0.825,65.511,0.39714,0.58571,0.14857,0.65429,4.4,90.58,66.44,60.8,64.32,79.9,92.14,1,0.16,0.7,0.78,0.74,0.52,0.2,1,0.02,0.02,0,0,0,0
0.825,73.737,0.45143,0.42571,0.15429,0.62,4.62,96.76,75.42,55.44,90.06,94.42,99.44,1,0.1,0.52,0.78,0.38,0.16,0.04,1,0.02,0.04,0.02,0,0,0
0.825,72.677,0.48286,0.47143,0.16857,0.59143,9.64,90.4,75.54,73.08,76.02,87.5,96.56,0.96,0.14,0.5,0.68,0.48,0.38,0.16,0.96,0.1,0.08,0.04,0,0,0
0.825,77.82,0.50571,0.34857,0.16857,0.57429,3.22,91.92,96.26,81.16,85.72,92.44,94.02,1,0.16,0.12,0.5,0.28,0.2,0.18,1,0.14,0.02,0.02,0,0,0
0.825,79.983,0.43429,0.41143,0.04,0.67143,93.02,52.24,69.2,75.02,81.06,92.06,97.28,0.14,0.74,0.64,0.58,0.5,0.18,0.1,0.14,0.12,0.02,0,0,0,0
0.85,70.669,0.42857,0.44286,0.16,0.68571,5.18,74.12,56.48,71.6,89.28,98.6,99.42,1,0.44,0.74,0.58,0.26,0.06,0.02,1,0.08,0.04,0,0,0,0
0.85,74.809,0.56,0.40857,0.16571,0.55714,8.1,87.28,81.26,76.48,84.84,87.84,97.86,0.98,0.22,0.36,0.48,0.38,0.34,0.1,0.98,0.14,0.02,0.02,0,0,0
0.85,65.317,0.43143,0.56571,0.20857,0.60857,3.24,77.98,62.68,69.52,71.54,83.04,89.22,1,0.34,0.64,0.6,0.66,0.38,0.34,1,0.34,0.1,0.02,0,0,0
0.85,67.251,0.41714,0.54286,0.19143,0.66857,5.3,77.82,62.86,62.6,71.58,93.42,97.18,1,0.42,0.66,0.7,0.64,0.28,0.1,1,0.24,0.1,0,0,0,0
0.85,67.206,0.42571,0.53143,0.15429,0.72286,11.68,61.3,68.54,64.02,75.88,89.64,99.38,1,0.52,0.62,0.7,0.52,0.34,0.02,1,0,0.08,0,0,0,0
0.875,84.829,0.42857,0.32286,0.057143,0.69143,91.38,65.52,62.04,85.14,94.36,96.04,99.32,0.14,0.64,0.74,0.4,0.2,0.12,0.02,0.14,0.22,0.04,0,0,0,0
0.875,69.703,0.36857,0.54286,0.14571,0.66857,4.88,98.5,67.7,63.18,73.1,88.18,92.38,1,0.06,0.7,0.72,0.7,0.4,0.22,1,0,0.02,0,0,0,0
0.875,67.246,0.44571,0.46571,0.16571,0.60857,5.1,91.82,45.92,53.92,83.68,93.18,97.1,1,0.16,0.76,0.78,0.32,0.14,0.1,1,0.04,0.08,0.04,0,0,0
0.875,79.566,0.49429,0.38286,0.16286,0.61714,32.3,78.64,76.72,79.94,91.2,98.64,99.52,0.98,0.4,0.48,0.5,0.24,0.04,0.04,0.98,0.16,0,0,0,0,0
0.875,65.26,0.36857,0.59429,0.16571,0.68,4.4,90.58,60.04,51.36,76.62,80.66,93.16,1,0.16,0.68,0.86,0.64,0.54,0.28,1,0.12,0.02,0.02,0,0,0
0.9,61.757,0.42286,0.63714,0.17143,0.64286,57.22,27.56,41.12,51.06,71.86,85.16,98.32,0.66,1,0.94,0.86,0.58,0.34,0.08,0.66,0.42,0.08,0.04,0,0,0
0.9,62.386,0.41714,0.57143,0.19714,0.59143,2.8,79.88,48.98,40.7,76.64,89.44,98.26,1,0.3,0.86,0.92,0.5,0.3,0.12,1,0.28,0.08,0.02,0,0,0
0.9,72.029,0.45143,0.43429,0.19143,0.58,7.46,76.32,63.36,66.48,91.98,98.6,100,1,0.4,0.66,0.62,0.3,0.06,0,1,0.32,0.02,0,0,0,0
0.9,75.083,0.44286,0.46,0.11429,0.70286,51.98,58.48,61.26,69.4,86.14,99.18,99.14,0.7,0.74,0.76,0.6,0.36,0.04,0.02,0.7,0.04,0.04,0.02,0,0,0
0.9,81.849,0.47429,0.42286,0.12,0.62286,73.54,75.28,73.46,79.98,82.2,90.66,97.82,0.58,0.46,0.54,0.54,0.5,0.26,0.08,0.58,0.22,0.04,0,0,0,0
0.925,65.746,0.40286,0.52286,0.18571,0.69714,6.88,53.6,56.76,69.74,80.04,94,99.2,1,0.74,0.74,0.58,0.42,0.16,0.02,1,0.26,0.04,0,0,0,0
0.925,71.737,0.42571,0.52286,0.097143,0.64286,69.14,45.74,45.58,68.86,82.2,93,97.64,0.46,0.92,0.88,0.72,0.4,0.22,0.06,0.46,0.22,0,0,0,0,0
0.925,58.406,0.62,0.65429,0.21143,0.41143,2.72,60.5,46.4,51.74,66.36,84.4,96.72,1,0.64,0.78,0.88,0.8,0.38,0.1,1,0.28,0.18,0,0.02,0,0
0.925,73.186,0.49714,0.38,0.17143,0.62857,10.9,56.28,63.64,85.34,96.3,100,99.84,1,0.72,0.62,0.24,0.06,0,0.02,1,0.18,0.02,0,0,0,0
0.925,76.834,0.49714,0.33714,0.15429,0.58286,6.04,64.58,72.62,94.76,100,99.84,100,1,0.74,0.48,0.12,0,0.02,0,1,0.08,0,0,0,0,0
0.95,58.289,0.36857,0.60571,0.19429,0.73714,5.36,31,30.2,63.84,85.74,94.8,97.08,1,0.98,0.98,0.7,0.34,0.18,0.06,1,0.32,0.04,0,0,0,0
0.95,56.86,0.39143,0.62,0.22571,0.70857,3.94,28.06,37.84,58.7,77.04,95,97.44,1,0.96,0.9,0.76,0.5,0.14,0.08,1,0.5,0.06,0.02,0,0,0
0.95,82.529,0.45429,0.31143,0.10571,0.62857,57.28,85.68,56.22,82.86,96.86,98.8,100,0.5,0.34,0.78,0.4,0.1,0.06,0,0.5,0.16,0.06,0.02,0,0,0
0.95,75.237,0.48286,0.39714,0.19143,0.66857,34.74,52.5,66.8,82.9,91.2,99.4,99.12,0.94,0.7,0.54,0.3,0.2,0.04,0.06,0.94,0.3,0.08,0.02,0,0,0
0.95,66.229,0.43714,0.46571,0.18,0.7,3.04,58.5,56.34,56.2,91.04,99.46,99.02,1,0.6,0.68,0.72,0.18,0.04,0.04,1,0.24,0.02,0,0,0,0
0.975,66.434,0.58857,0.47143,0.16286,0.49143,7.34,24.24,55.62,81.86,97.48,98.94,99.56,1,1,0.76,0.4,0.06,0.06,0.02,1,0.12,0.02,0,0,0,0
0.975,99.791,0.80857,0.0057143,0.0057143,0.28,98.54,100,100,100,100,100,100,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0
0.975,49.429,0.42857,0.69714,0.23714,0.64857,3.62,23.14,21.78,40.7,71.34,88.72,96.7,1,0.98,1,0.86,0.64,0.3,0.1,1,0.52,0.1,0.04,0,0,0
0.975,67.666,0.62286,0.42571,0.16571,0.41714,2.94,28.3,50.92,91.5,100,100,100,1,0.98,0.78,0.22,0,0,0,1,0.14,0.02,0,0,0,0
0.975,76.031,0.44286,0.47143,0.14857,0.63143,58.02,54.76,56.7,78.54,88.52,96.92,98.76,0.74,0.78,0.82,0.52,0.3,0.08,0.06,0.74,0.22,0.08,0,0,0,0
1,72.514,0.45714,0.44,0.15429,0.60286,22.32,40.58,66.8,82.26,96.14,99.5,100,1,0.92,0.64,0.38,0.12,0.02,0,1,0.08,0,0,0,0,0
1,59.691,0.39429,0.54,0.2,0.72286,4.42,11.82,33.64,75.44,94.56,98.2,99.76,1,1,0.96,0.56,0.2,0.04,0.02,1,0.34,0.06,0,0,0,0
1,99.351,0.81429,0.02,0.017143,0.24857,96.78,98.68,100,100,100,100,100,0.1,0.04,0,0,0,0,0,0.1,0.02,0,0,0,0,0
1,74.437,0.60571,0.38571,0.17429,0.46,18.54,42.16,72.44,93.74,96.48,97.7,100,1,0.84,0.56,0.14,0.1,0.06,0,1,0.18,0.04,0,0,0,0
1,71.386,0.37714,0.50571,0.12286,0.74286,54.44,35.82,50.24,73.54,89.62,98.3,97.74,0.7,0.96,0.82,0.58,0.3,0.08,0.1,0.7,0.16,0,0,0,0,0
