0.8,75.331,0.44,0.46,0.69143,45.72,62.18,72.88,67.2,91.08,91.96,96.3
0.8,79.183,0.46857,0.38,0.63143,14.58,91.46,91.26,85.14,86.24,90.36,95.24
0.8,81.726,0.48857,0.35143,0.66,71.98,65.12,67.68,80.94,89.66,96.7,100
0.8,83.943,0.62,0.31143,0.47429,55.44,81.58,78.62,87.9,92.48,94.44,97.14
0.8,82.377,0.49429,0.35714,0.65143,83.64,59.26,64.4,85.8,91.48,95.04,97.02
0.825,65.346,0.38857,0.56571,0.66857,3.94,91.18,64.84,54.98,65.82,81,95.66
0.825,73.22,0.42857,0.40571,0.64286,4.96,92.6,74.12,62.98,83.32,97.32,97.24
0.825,72.411,0.48286,0.45143,0.56571,4.86,99.24,67.9,72.58,78.22,88.58,95.5
0.825,77.151,0.52,0.37143,0.56857,3.66,92.94,94.94,81.68,85.22,87.48,94.14
0.825,77.84,0.41429,0.42286,0.66286,87.68,50.1,69.68,72.4,78.52,88.46,98.04
0.85,69.157,0.42857,0.46286,0.7,6.84,64.62,50.6,76.84,90.1,95.58,99.52
0.85,76.086,0.59143,0.39143,0.51714,10.06,91.8,75.98,75.9,87.38,95.18,96.3
0.85,63.429,0.42286,0.61429,0.61429,3.7,86.92,64.72,59.9,71.82,74.38,82.56
0.85,68.834,0.43429,0.52286,0.63429,5.3,88.02,67.54,66.8,67.04,88.88,98.26
0.85,64.711,0.43429,0.57143,0.68286,11.4,72.54,63.34,63.02,64.2,86.32,92.16
0.875,80.651,0.40857,0.4,0.68,86.74,63.74,60.42,69.76,89.16,95.68,99.06
0.875,68.711,0.39714,0.52286,0.64,7.8,96.9,66.24,59.12,71.92,85.62,93.38
0.875,66.917,0.43429,0.49429,0.6,4.44,93.82,48.42,54.54,80.6,88.14,98.46
0.875,78.131,0.46,0.43143,0.64857,32.86,74.12,77.7,74.7,94.2,98.34,95
0.875,62.111,0.34857,0.62,0.68571,4.1,90.78,52.22,53.88,56.28,86.88,90.64
0.9,60.877,0.46286,0.64,0.60286,46.8,29.38,37.12,54.18,73.5,89.38,95.78
0.9,60.534,0.45714,0.59429,0.56571,3.08,74.74,54.06,46.32,70.78,82.12,92.64
0.9,70.069,0.44571,0.46286,0.6,9.1,83.5,59.32,58,83.86,96.7,100
0.9,74.746,0.41143,0.47429,0.69714,61.6,63.46,52.42,65.82,85,95.08,99.84
0.9,81.56,0.44,0.41143,0.64857,69.86,77.8,72.08,73.06,89.08,90.52,98.52
0.925,69.023,0.43143,0.50286,0.67714,7.14,53.74,60.48,80.72,86.12,96.76,98.2
0.925,72.094,0.43143,0.53143,0.63714,82.04,37.36,47.32,60.92,87.46,92.8,96.76
0.925,59.78,0.56857,0.62857,0.47714,3,65.84,50.3,48.82,60.9,92.92,96.68
0.925,71.591,0.48857,0.42571,0.60571,11.08,62.02,51.8,81.52,95.86,98.86,100
0.925,76.523,0.56,0.34571,0.52857,6.5,60.84,77.18,92.72,98.62,100,99.8
0.95,58.1,0.37429,0.61143,0.73714,5.24,26.34,34.58,57.6,86.84,96.86,99.24
0.95,58.603,0.41714,0.57429,0.66571,3.52,28.34,33.14,62.1,85.4,97.72,100
0.95,83.857,0.48286,0.28857,0.58286,60.18,89.46,65.16,79.5,94.06,98.64,100
0.95,73.403,0.48,0.41429,0.65714,31.9,59.16,50.78,83.82,93.14,95.62,99.4
0.95,66.794,0.42857,0.46286,0.67143,3,61.52,49.68,68.36,92.26,93.14,99.6
0.975,67.969,0.58,0.44857,0.44286,7.58,26.96,59.82,86.16,95.84,99.42,100
0.975,99.729,0.79143,0.0028571,0.26571,98.1,100,100,100,100,100,100
0.975,50.083,0.40857,0.69143,0.69429,3.04,24.32,27.42,41.64,69.2,86.56,98.4
0.975,67.68,0.62857,0.42286,0.42286,2.72,29.9,54.16,88.82,98.16,100,100
0.975,75.037,0.47143,0.45429,0.62,60.56,49.16,57.92,69.36,92.56,96.66,99.04
1,73.386,0.48857,0.42857,0.58571,20.5,37.18,72.18,87.64,98.42,98.42,99.36
1,61.889,0.40857,0.49714,0.70571,4.12,11.8,39.2,81.74,96.36,100,100
1,98.763,0.82,0.02,0.23429,91.34,100,100,100,100,100,100
1,74.669,0.56286,0.38,0.50857,13.28,41.28,82.32,90.76,96.44,98.78,99.82
1,75.183,0.40286,0.42286,0.70857,55.32,50.5,51.52,80.48,90.46,98,100
